Date	Time	Artist(s)	Instruments/Details	Ticketed	Sabha	Hall
29-Dec-2025	1:30 PM	Ashwin Anand		Free	The Music Academy Madras	Main Hall
29-Dec-2025	6:45 PM	Abhishek Raghuram		Ticketed	The Music Academy Madras	Main Hall
30-Dec-2025	9:00 AM	Sankari Krishnan		Free	The Music Academy Madras	Main Hall
30-Dec-2025	11:45 AM	R.P. Shravan		Free	The Music Academy Madras	Main Hall
30-Dec-2025	1:30 PM	Kolkata Padmavathi Saranathan		Free	The Music Academy Madras	Main Hall
30-Dec-2025	4:00 PM	Sangita Kalanidhi A. Kanyakumari		Ticketed	The Music Academy Madras	Main Hall
30-Dec-2025	6:45 PM	K.S. Vishnudev		Ticketed	The Music Academy Madras	Main Hall
31-Dec-2025	9:00 AM	Suchitra Balasubramanian		Free	The Music Academy Madras	Main Hall
31-Dec-2025	11:45 AM	J. Yoga Kirtana		Free	The Music Academy Madras	Main Hall
31-Dec-2025	1:30 PM	Maharajapuram S. Ganesh		Free	The Music Academy Madras	Main Hall
31-Dec-2025	4:00 PM	Trivandrum Dr. N.J. Nandini		Ticketed	The Music Academy Madras	Main Hall
31-Dec-2025	6:45 PM	Sikkil C. Gurucharan		Ticketed	The Music Academy Madras	Main Hall
01-Jan-2026	9:15 AM	Mysore Brothers	Violin	Free	The Music Academy Madras	Main Hall
01-Jan-2026	3:45 PM	Selaiyur Brothers	Nadaswaram	Free	The Music Academy Madras	Main Hall
01-Jan-2026	7:00 PM	Vijayakrishna Bhagavathar	Krishna Leela Upanyasam	Free	The Music Academy Madras	Main Hall
13-Dec-2025	4:30 PM	Brindha Manickavasakan		Free	Madhuradhwani	Arkay Convention Centre
13-Dec-2025	6:30 PM	Dushyanth Sridhar		Free	Madhuradhwani	Arkay Convention Centre
14-Dec-2025	4:30 PM	SV Sahana		Free	Madhuradhwani	Arkay Convention Centre
14-Dec-2025	6:30 PM	Vidya Kalyanaraman		Free	Madhuradhwani	Arkay Convention Centre
15-Dec-2025	4:30 PM	Kiran Nivi		Free	Madhuradhwani	Arkay Convention Centre
15-Dec-2025	6:30 PM	Prince Rama Varma		Free	Madhuradhwani	Arkay Convention Centre
16-Dec-2025	4:30 PM	Sunil Gargyan		Free	Madhuradhwani	Arkay Convention Centre
16-Dec-2025	6:30 PM	Charumathi Raghuram		Free	Madhuradhwani	Arkay Convention Centre
17-Dec-2025	4:30 PM	Geetha Raja		Free	Madhuradhwani	Arkay Convention Centre
17-Dec-2025	6:30 PM	Nagai Muralidharan		Free	Madhuradhwani	Arkay Convention Centre
18-Dec-2025	4:30 PM	Archana and Samanvi		Free	Madhuradhwani	Arkay Convention Centre
18-Dec-2025	6:30 PM	Viji & Sriram Krishnan		Free	Madhuradhwani	Arkay Convention Centre
19-Dec-2025	4:30 PM	Suma Sudhindra		Free	Madhuradhwani	Arkay Convention Centre
19-Dec-2025	6:30 PM	Dr S Sundar		Free	Madhuradhwani	Arkay Convention Centre
20-Dec-2025	4:30 PM	R Surya Prakash		Free	Madhuradhwani	Arkay Convention Centre
20-Dec-2025	6:30 PM	O S Arun		Free	Madhuradhwani	Arkay Convention Centre
21-Dec-2025	4:30 PM	Ananya Ashok		Free	Madhuradhwani	Arkay Convention Centre
21-Dec-2025	6:30 PM	Chitravina Ravikiran		Free	Madhuradhwani	Arkay Convention Centre
22-Dec-2025	4:30 PM	J B Keerthana		Free	Madhuradhwani	Arkay Convention Centre
22-Dec-2025	6:30 PM	T N S Krishna		Free	Madhuradhwani	Arkay Convention Centre
23-Dec-2025	4:30 PM	Balu Masti		Free	Madhuradhwani	Arkay Convention Centre
23-Dec-2025	6:30 PM	Sriram Parasuram		Free	Madhuradhwani	Arkay Convention Centre
24-Dec-2025	4:30 PM	Ashok Subramaniam		Free	Madhuradhwani	Arkay Convention Centre
24-Dec-2025	6:30 PM	D Raghavachari		Free	Madhuradhwani	Arkay Convention Centre
25-Dec-2025	4:30 PM	Kiranavali		Free	Madhuradhwani	Arkay Convention Centre
25-Dec-2025	6:30 PM	Dr Chitra Madhavan		Free	Madhuradhwani	Arkay Convention Centre
26-Dec-2025	4:30 PM	Delhi Sundar Rajan		Free	Madhuradhwani	Arkay Convention Centre
26-Dec-2025	6:30 PM	Ravi Rajagopal		Free	Madhuradhwani	Arkay Convention Centre
27-Dec-2025	4:30 PM	Anahita and Apoorva		Free	Madhuradhwani	Arkay Convention Centre
27-Dec-2025	6:30 PM	Peccu Kutcheri		Free	Madhuradhwani	Arkay Convention Centre
28-Dec-2025	4:30 PM	Kruthi Vittal		Free	Madhuradhwani	Arkay Convention Centre
28-Dec-2025	6:30 PM	Jayachandran		Free	Madhuradhwani	Arkay Convention Centre
29-Dec-2025	4:30 PM	Yoga Vandana		Free	Madhuradhwani	Arkay Convention Centre
29-Dec-2025	6:30 PM	Talk on Flute Mali		Free	Madhuradhwani	Arkay Convention Centre
30-Dec-2025	4:30 PM	Srivathsan		Free	Madhuradhwani	Arkay Convention Centre
30-Dec-2025	6:30 PM	Sriram Parasuram		Free	Madhuradhwani	Arkay Convention Centre
31-Dec-2025	4:30 PM	Kalyanapuram Aravind		Free	Madhuradhwani	Arkay Convention Centre
31-Dec-2025	6:30 PM	Madhusudhanan Kaliselvan		Free	Madhuradhwani	Arkay Convention Centre
21-Dec-2025	4:15 PM	Old Washermenpet A.N.Somasundram & Kalpakkam P.Poovarasan; Sivanvayal S.M.Rajarathinam & Gumudipoondi R.Jeeva	Nagaswaram; Thavul	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
21-Dec-2025	7:30 PM	Dr. Seerkazhi G.Siva Chidambaram	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
22-Dec-2025	8:30 AM	S.Muthukumaran Odhuvar; S.Tharun Odhuvar	Vocal (Thirumurai Isai)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
22-Dec-2025	11:00 AM	Tamilisai Sangam Tamil Isai Kaloori Students	Idhudhano (Tamil Isai)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
22-Dec-2025	2:00 PM	Pondicherry P.Sambantha Gurukal; G. Sureshkumar; K.Madheswaran	Thirumurai Isai	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
22-Dec-2025	3:15 PM	B.Sargurunatha Odhuvar	Vocal (Pann Isaiperaringnar)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
22-Dec-2025	4:45 PM	R.Athulkumar	Flute	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
22-Dec-2025	6:30 PM	S. Mahathi	Vocal	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
23-Dec-2025	8:30 AM	Vadapalani Arun Karthick Odhuvar; Tamilarasan Odhuvar	Vocal (Odhuvar)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
23-Dec-2025	2:00 PM	Kumaravayalur Prof. Thirugnana. Balachandiran Odhuvar	Thirumurai Isai	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
23-Dec-2025	3:15 PM	Palani. P.Shanmuga Sundara Desigar	Vocal (Pann Isaiperaringnar)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
23-Dec-2025	4:45 PM	Vishwas Hari	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
23-Dec-2025	6:30 PM	Dr.Jayanthi Kumaresh	Veenai	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
24-Dec-2025	8:30 AM	Revathi Krishanamurthy	Thirumurai Isai	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
24-Dec-2025	2:00 PM	Hariharan Babu; Jaipraksh Narayanan	Thirumurai Isai	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
24-Dec-2025	3:15 PM	Kudandhai V.Lakshmanan	Vocal (Pann Isaiperaringnar)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
24-Dec-2025	4:45 PM	Anahitha & Apoorva	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
24-Dec-2025	6:30 PM	Sanjay Subrahmanyan	Vocal (Isaiperaringnar)	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
25-Dec-2025	8:30 AM	Palani Vignesh Arumugam Odhuvar	Thirumurai Isai	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
25-Dec-2025	2:00 PM	Kalakadu brothers K.R. Thiyagarajan & K.R.Srinivasan	Thirumurai Isai	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
25-Dec-2025	3:15 PM	Kumara. Saminathan Odhuvar	Vocal (Pann Isaiperaringnar Karur)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
25-Dec-2025	4:45 PM	Dr.Gayathri Girish	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
25-Dec-2025	6:30 PM	"Kathadi Ramamurthy's ""Sikkal Sivaraman"""	Drama	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
26-Dec-2025	4:45 PM	Jayashree Vaidyanathan	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
26-Dec-2025	6:30 PM	Guru Meenakshi Chitharanjan's students present 'Sivasakthi'	Bharatha Nattiyam	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
27-Dec-2025	4:45 PM	Dr.M.Narmadha	Violin	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
27-Dec-2025	6:30 PM	Abinaya Natyalaya students	Thadanga Nayagi Dance Drama (Choreography: Krishnakumari Narendran)	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
28-Dec-2025	8:30 AM	Maruthamalai V.Ananda Sivam	Thirumurai isai	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
28-Dec-2025	4:45 PM	Kumbakonam Aswinkumar	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
28-Dec-2025	6:30 PM	Dr.Pushpavanam Kuppusamy	Vocal (Palsuvai Nigazhichi)	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
29-Dec-2025	4:45 PM	Manickam Yogeswaran	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
29-Dec-2025	6:30 PM	Seshampatti T.Sivalingam & Mylai K.Selvam	Nagaswaram (Isaiperaringnar)	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
30-Dec-2025	4:45 PM	Lavanya Sundararaman	Vocal	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
30-Dec-2025	6:30 PM	Dr.T.K.S.Kalaivanan	Vocal (Isaiperaringnar) Thirupugazh Isai	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
31-Dec-2025	4:45 PM	Sahana Selvaganesh; Swathi Athmanathan; Manasa & Srijith Sathyan	Kadhalenum Theevinilay' (Isai Natiya Nadagarm)	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
31-Dec-2025	6:30 PM	Dushyanth Sridhar	Thirupugazhil Ramayanam' (Isai Perurai)	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
01-Jan-2026	4:45 PM	Thirukadaiyur T.S.M. Umashankar	Nagaswaram	Free	Tamizh Isai Sangam	Rajah Annamalai Mandram
01-Jan-2026	6:30 PM	Dr. S.Sowmya	Vocal (Isaiperaringnar)	Ticketed	Tamizh Isai Sangam	Rajah Annamalai Mandram
03-Jan-2026	6:00 PM	Rama Vaidyanathan	Bharatanatyam � Nritiya Kalanidhi presentation	Ticketed	The Music Academy Madras	Main Hall
03-Jan-2026	7:45 PM	Urmila Sathyanarayanan	Bharatanatyam � Group (Natya Sankalpaa), �Karunya Kavya�	Ticketed	The Music Academy Madras	Main Hall
04-Jan-2026	9:30 AM	Pritam Das	Bharatanatyam	Free	The Music Academy Madras	Main Hall
04-Jan-2026	11:00 AM	Apoorva Jayaraman	Bharatanatyam	Free	The Music Academy Madras	Main Hall
04-Jan-2026	12:30 PM	Anwesha Das	Bharatanatyam	Free	The Music Academy Madras	Main Hall
04-Jan-2026	6:00 PM	Navia Natarajan	Bharatanatyam	Ticketed	The Music Academy Madras	Main Hall
04-Jan-2026	7:45 PM	Monisa Nayak	Kathak � Group (Dhaara)	Ticketed	The Music Academy Madras	Main Hall
05-Jan-2026	9:30 AM	Divya Hoskere	Bharatanatyam	Free	The Music Academy Madras	Main Hall
05-Jan-2026	11:00 AM	Avijit Das	Kuchipudi	Free	The Music Academy Madras	Main Hall
05-Jan-2026	12:30 PM	Vidhya Subramanian	Bharatanatyam	Free	The Music Academy Madras	Main Hall
05-Jan-2026	6:00 PM	P. Praveen Kumar	Bharatanatyam	Ticketed	The Music Academy Madras	Main Hall
05-Jan-2026	7:45 PM	Dr. Sheela Unnikrishnan	Bharatanatyam � Group (Sridevi Nrithyalaya), �Ekadasa Vishnum�	Ticketed	The Music Academy Madras	Main Hall
06-Jan-2026	9:30 AM	P.V. Adithya	Bharatanatyam	Free	The Music Academy Madras	Main Hall
06-Jan-2026	11:00 AM	Vidhun Kumar	Bharatanatyam	Free	The Music Academy Madras	Main Hall
06-Jan-2026	12:30 PM	K.P. Rakesh	Bharatanatyam	Free	The Music Academy Madras	Main Hall
06-Jan-2026	6:00 PM	Priyadarshini Govind	Bharatanatyam � Nritiya Kalanidhi presentation	Ticketed	The Music Academy Madras	Main Hall
06-Jan-2026	7:45 PM	Sharmila Biswas	Odissi � Group, Dance Theatre �Murta Maheswara�	Ticketed	The Music Academy Madras	Main Hall
13-Dec-2025	1:15 PM	Shreya Ravikumar		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
14-Dec-2025	1:15 PM	Kolkata S. Aishwarya		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
15-Dec-2025	1:15 PM	Anirudh Raja		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
16-Dec-2025	1:15 PM	Sai Govind V		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
17-Dec-2025	1:15 PM	Lakshmi Vijayaraghavan		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
18-Dec-2025	1:15 PM	Raksha Mahalingam		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
19-Dec-2025	1:15 PM	Lavanya Roopakula		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
20-Dec-2025	1:15 PM	Shrihari Bhat N. H.		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
21-Dec-2025	1:15 PM	Shraddha Kotte		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
22-Dec-2025	1:15 PM	Himaja Samraj		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
23-Dec-2025	1:15 PM	Dhanya Dinesh Rudrapatnam		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
24-Dec-2025	1:15 PM	Subhadra Sridharan		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
26-Dec-2025	1:15 PM	Abhishek		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
27-Dec-2025	1:15 PM	Adithya Sridhar		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
28-Dec-2025	1:15 PM	Samyuktha		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
29-Dec-2025	1:15 PM	Ranjani Radha V		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
30-Dec-2025	1:15 PM	Uma Kumar		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
31-Dec-2025	1:15 PM	Sreeranjani Muthusubramanian		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
13-Dec-2025	2:30 PM	Pathangi Bros		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
14-Dec-2025	2:30 PM	Aditya Sreeram		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
15-Dec-2025	2:30 PM	Divya Yamantra		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
16-Dec-2025	2:30 PM	Smitha Sisters		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
17-Dec-2025	2:30 PM	Aarthi Ravichandran		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
18-Dec-2025	2:30 PM	Aishwarya Makesh		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
19-Dec-2025	2:30 PM	S. Mahanya Siva		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
20-Dec-2025	2:30 PM	Madhu V		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
21-Dec-2025	2:30 PM	S. M. Vilasini		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
22-Dec-2025	2:30 PM	Supriya Raja		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
23-Dec-2025	2:30 PM	Hamzini Vytheeshwaran		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
24-Dec-2025	2:30 PM	Heramb & Hemanth		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
25-Dec-2025	2:30 PM	Abhishek Ravi Shankar		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
26-Dec-2025	2:30 PM	Anupama Srimali		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
27-Dec-2025	2:30 PM	Vaibhav Prakash		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
28-Dec-2025	2:30 PM	Dhanush Anantharaman		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
29-Dec-2025	2:30 PM	Jayamangala Krishnamani		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
30-Dec-2025	2:30 PM	Prithvi Harish		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
31-Dec-2025	2:30 PM	Sharadul Krishnathan		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
13-Dec-2025	4:00 PM	Madurai Siva Ganesh		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
14-Dec-2025	4:00 PM	Shantala Subramanyam		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
15-Dec-2025	4:00 PM	Hemige S. Prashanth		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
16-Dec-2025	4:00 PM	Iyer Brothers		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
17-Dec-2025	4:00 PM	Kruthi Vittal		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
18-Dec-2025	4:00 PM	Krithika Natarajan		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
19-Dec-2025	4:00 PM	Vivek Sadasivam		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
20-Dec-2025	4:00 PM	Venkata Nagarajan		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
21-Dec-2025	4:00 PM	Brinda Manickavasagam		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
22-Dec-2025	4:00 PM	Jayasree Aravind		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
23-Dec-2025	4:00 PM	Vijayagopal		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
24-Dec-2025	4:00 PM	Shankar Ramani		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
25-Dec-2025	4:00 PM	Aishwarya Shankar		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
26-Dec-2025	4:00 PM	Mohan Santhanam		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
27-Dec-2025	4:00 PM	S. Aishwarya		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
28-Dec-2025	4:00 PM	Iyer Sisters		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
29-Dec-2025	4:00 PM	Vanitha Suresh		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
30-Dec-2025	4:00 PM	Sunil Gargeyan		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
31-Dec-2025	4:00 PM	Vinaya Karthik Rajan & Vidya Kalyanaraman		Free	Brahma Gana Sabha	RR Sabha Hall, Mylapore
13-Dec-2025	6:15 PM	Bharath Sundar		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
14-Dec-2025	6:15 PM	Sanjay Subramanyam		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
16-Dec-2025	6:15 PM	Pantula Rama		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
17-Dec-2025	6:15 PM	Vignesh Ishwar		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
18-Dec-2025	6:15 PM	Sikkil Gurucharan		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
19-Dec-2025	6:15 PM	Sashank Subramanyam		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
20-Dec-2025	6:15 PM	Rukmini Kalyanamu		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
21-Dec-2025	6:15 PM	Carnatica Bros		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
22-Dec-2025	6:15 PM	Saketharaman		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
23-Dec-2025	6:15 PM	Sid Sriram		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
24-Dec-2025	6:15 PM	Akkarai Sisters		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
25-Dec-2025	6:15 PM	Abhishek Raghuraman		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
26-Dec-2025	6:15 PM	Vinay Varanasi		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
27-Dec-2025	6:15 PM	Ramana Balachander		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
28-Dec-2025	6:15 PM	Ranjani & Gayatri		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
29-Dec-2025	6:15 PM	Ramakrishnan Murthy		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
30-Dec-2025	6:15 PM	Sandeep Narayan		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
31-Dec-2025	6:15 PM	Anil Srinivas		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
01-Jan-2026	6:15 PM	Ravikiran		Ticketed	Brahma Gana Sabha	RR Sabha Hall, Mylapore
18-Dec-2025	2:00 PM	Madhumitha Doraiswamy		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
18-Dec-2025	3:00 PM	Dr. S Nithyasree		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
18-Dec-2025	4:30 PM	Vasudha Keshav		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
18-Dec-2025	7:00 PM	Sandeep Narayanan		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
19-Dec-2025	2:00 PM	Rupa Ramanathan, Shreya R		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
19-Dec-2025	3:00 PM	Barghav Hariharan, Krupaa Lakshmni		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
19-Dec-2025	4:30 PM	Papanasam Ashok Ramani		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
19-Dec-2025	7:00 PM	Ramakrishnamurthy		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
20-Dec-2025	2:00 PM	Madhuvanthy Athreya		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
20-Dec-2025	3:00 PM	Nandhika & Dheepika		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
20-Dec-2025	4:30 PM	J A Jayanth		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
20-Dec-2025	7:00 PM	Abishek Raghuram		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
21-Dec-2025	2:00 PM	Rajiv Ramakrishnan		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
21-Dec-2025	3:00 PM	Iyer Sisters		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
21-Dec-2025	4:30 PM	Sunil Gargyan		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
21-Dec-2025	7:00 PM	Lalgudi G JR Krishnan & Lalgudi Vijayalakshmi		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
22-Dec-2025	2:00 PM	Aathrayee Krishna		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
22-Dec-2025	3:00 PM	Bharath Narayanan		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
22-Dec-2025	4:30 PM	Jayashree Vaidyanathan		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
22-Dec-2025	7:00 PM	Sanjay Subramaniam		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
23-Dec-2025	2:00 PM	Anirudh Sethuraman		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
23-Dec-2025	3:00 PM	Pragadeesh Shanmuga Raja		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
23-Dec-2025	4:30 PM	Archana & Aarthi		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
23-Dec-2025	7:00 PM	Sikkil G Gurucharan		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
24-Dec-2025	2:00 PM	Bhuvana A		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
24-Dec-2025	3:00 PM	Sriranjani Kaushik		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
24-Dec-2025	4:30 PM	G Ravikiran		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
24-Dec-2025	7:00 PM	Trichur Brothers		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	7:30 AM	Sailesh Josyula	Devotional Music	Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	8:30 AM	Madhuvanthi Group		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	10:00 AM	Sudha Seshayyan	Lec Dem	Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	11:00 AM	Dr. Raama Kowsalya	Lec Dem	Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	12:00 PM	Telugu Taruni Group		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	2:00 PM	E R Anirudh		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	3:00 PM	Madurai Sivaganesh		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	4:30 PM	Vidya Kalayanaraman		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
25-Dec-2025	7:00 PM	Kunnakudi M Balamuralikrishna		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
26-Dec-2025	2:00 PM	Srijith Poosarla		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
26-Dec-2025	3:00 PM	Cuddalore Vikram Sai Prasad		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
26-Dec-2025	4:30 PM	Thoppur Sairam		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
26-Dec-2025	7:00 PM	Sid Sreeram		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
27-Dec-2025	2:00 PM	Swartimika		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
27-Dec-2025	3:00 PM	Bhavya Hari		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
27-Dec-2025	4:30 PM	Lalitha & Nandini		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
27-Dec-2025	7:00 PM	Palakkad Ramprasad		Ticketed	Indian Fine Arts	Ethiraja Kalyana Nilayam
28-Dec-2025	2:00 PM	Delhi Sisters		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
28-Dec-2025	3:00 PM	J B Keerthana		Free	Indian Fine Arts	Ethiraja Kalyana Nilayam
