Date	Time	Artist(s)	Instruments/Details	Ticketed	Sabha	Hall
26-Dec-2025	12:15 PM	Ranjani Radha	Madurai T Kishore; Aashrith Aravind; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
26-Dec-2025	2:00 PM	Krithika Natarajan	Rajeev Mukundan; Kishore Ramesh; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
26-Dec-2025	10:00 AM	Kalyanapuram S Arvind	B Ananthakrishnan; B S Prashanth; Dr Ravi Balasubramaniam; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
26-Dec-2025	1:45 PM	Keerthana Ravi	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
26-Dec-2025	4:00 PM	Lalgudi Vijayalakshmi	G J R Krishnan; Patri Satishkumar; N Amrit; Violin Duet; Mridangam; Kanjira	Ticketed	Narada Gana Sabha	Narada Gana Sabha
26-Dec-2025	7:00 PM	Urmila Sathyanarayanan	And Natyasankalpa Ensemble; Bharathanatyam; �Vaggeyakara Bharatham�	Ticketed	Narada Gana Sabha	Narada Gana Sabha
27-Dec-2025	8:30 AM	Tambaram A G Shanmugam	Salavakkam S K Thirumalmarugan; Tindivanam T V Kesavan; Korakkathandalam K S Thirunavukarasu; Nadaswaram; Thavil; Supported by Sumanasa Foundation	Free	Narada Gana Sabha	Narada Gana Sabha
27-Dec-2025	12:15 PM	Pragadeesh Shanmugarajah	Niveditha Doraiswamy; B N Kasinadh; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
27-Dec-2025	2:00 PM	Krupalakshmi	Bhargav Hariharan; Sanjay Suresh; Vijay Ganesh; Sathya Ganesan; Vocal; Violin; Mridangam; Ghatam; Supported by CMANA, USA	Free	Narada Gana Sabha	Narada Gana Sabha
27-Dec-2025	10:00 AM	Dr R Surya Prakash	Neyveli Dr Radhakrishnan; R Shankaranarayanan; Nerkunam Dr S Shankar; Vocal; Violin; Mridangam; Kanjira	Free	Narada Gana Sabha	Narada Gana Sabha
27-Dec-2025	1:45 PM	Karuna Sagari	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
27-Dec-2025	4:00 PM	Akkarai Sisters	Subhalakshmi & Sornalatha; H N Bhaskar; K U Jayachandra Rao; S Krishna; Vocal; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
27-Dec-2025	7:00 PM	K Sarvesan	Group; Bharathanatyam; �Kailasakrishna�	Ticketed	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	8:30 AM	Cheepadu P V Subramanyam	Chittoor R Devarajulu; Thirucherai T R Ranganatha Battachari; G K Narasimhan; Nadaswaram; Thavil; Supported by Sumanasa Foundation	Free	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	10:00 AM	V K Manimaran	Mysore V Srikanth; B Sivaraman; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	12:15 PM	V Lavanya	Vignesh Nydruva; Calcutta Venkatram; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	2:00 PM	Srivathsan S	Keerthana Sankar; Sudarsan Srinivas; K R SivaramaKrishna; Vocal; Violin; Mridangam; Kanjira	Free	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	7:00 AM	Gautam Marathe	Sri K S Subramaniam Endowment; Radha Kalyanam	Free	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	4:00 PM	Sandeep Narayanan	L Ramakrishnan; K V Prasad; Guru Prasanna; Vocal; Violin; Mridangam; Kanjira	Ticketed	Narada Gana Sabha	Narada Gana Sabha
28-Dec-2025	7:00 PM	Ramana Balachandra	Anantha R Krishnan; Guru Prasanna; Veena; Mridangam; Kanjira	Ticketed	Narada Gana Sabha	Narada Gana Sabha
29-Dec-2025	12:15 PM	Pathangi Brothers	Dathrey Pathangi & Dhruv S Pathangi; V Mridula; Akshanan Mayuran; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
29-Dec-2025	2:00 PM	Aditya Prakash	Sudha R S Iyer; Aswini Srinivasan; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
29-Dec-2025	10:00 AM	Vasudha Ravi	Trivandrum Sampath; Nanjil Sri Arul; Vellattanjur Sreejith; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
29-Dec-2025	1:45 PM	Varsha Akhouri	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
29-Dec-2025	4:00 PM	Kunnakudi M Balamuralikrishna	Akkarai Subhalakshmi; B Shreesundrakumar; B S Purushotham; Vocal; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
30-Dec-2025	12:15 PM	Subhasri Subramaniam	Vishal Sowmyan; Thrissur K Sudev; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
30-Dec-2025	2:00 PM	Vivek Sadasivam	Chidambaram Badrinath; B S Kasinadh; N Rajaraman; Vocal; Violin; Mridangam; Ghatam	Free	Narada Gana Sabha	Narada Gana Sabha
30-Dec-2025	10:00 AM	J A Jayanth	Kamalakiran Vinjamuri; Delhi Sairam; N C Bharadwaj; Payyanur Govinda Prasad; Flute; Violin; Double Mridangam; Morsing	Free	Narada Gana Sabha	Narada Gana Sabha
30-Dec-2025	1:45 PM	P V Aditya	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
30-Dec-2025	4:00 PM	Bharath Sundar	Sayee Rakshith; Delhi Sairam; Anirudh Athreya; Vocal; Violin; Mridangam; Kanjira	Ticketed	Narada Gana Sabha	Narada Gana Sabha
30-Dec-2025	7:00 PM	Lakshamana Swamy	Bharathanatyam � Solo	Ticketed	Narada Gana Sabha	Narada Gana Sabha
31-Dec-2025	12:15 PM	Vikram Iyer	Swetha Narasimhan; Sabarinath Ramachandran; Supported by CMANA, USA	Free	Narada Gana Sabha	Narada Gana Sabha
31-Dec-2025	2:00 PM	Charulatha Chandrasekar	A Rohith; Sumanth Karanth; Veena; Mridangam; Kanjira	Free	Narada Gana Sabha	Narada Gana Sabha
31-Dec-2025	10:00 AM	Sunil R Gargyan	Mysore M Srikanth; K V Prasad; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
31-Dec-2025	1:45 PM	Sreelatha Vinod	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
31-Dec-2025	4:00 PM	Sriranjani Tapasya Santhanagopalan	Kamalakiran Vinjamuri; Sumesh Narayanan; Anirudh Athreya; Vocal; Violin; Mridangam; Kanjira	Ticketed	Narada Gana Sabha	Narada Gana Sabha
31-Dec-2025	7:00 PM	Indira Kadambi	Ambalam Ensemble; Bharathanatyam; �Koham � The Search�	Ticketed	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	8:30 AM	Thirumylai Dr P Varamurthy	Kundrathur T Venkatesan; Thiruvallikeni P Viswanathan; Purasaiwakkam P G Krishnamurthy; Nadaswaram; Thavil	Free	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	10:00 AM	B Kannan	Bombay V Anand; Thanjavur K Murugabhoopathi; Madipakkam Murali; N Sundar; Madura Veena; Violin; Mridangam; Ghatam; Tabla & Morsing	Free	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	12:15 PM	Aadithyadev V	A Shreeya; Nochu Nagaraj; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	2:00 PM	Adithya Narayanan S	Deepika Venkataraman; Akshay Anand; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	10:00 AM	Abhishek Raghuram	Akkarai Subhalakshmi; Bangalore Arjunkumar; Sunaadh Anoor; Vocal; Violin; Mridangam; Kanjira	Ticketed	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	1:45 PM	Meera Sreenarayanan	Bharathanatyam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	4:00 PM	Vishakha Hari	B Ananthakrishnan; S J Arjun Ganesh; Trichy K Murali; Harikatha �Kalyana Vaibhavam�; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
01-Jan-2026	7:00 PM	Nrithyodaya � Dr Padma Subrahmanyam	And artistes of Nrithyodaya; Bharathanatyam; �Venkatakavi Vaibhavam�	Ticketed	Narada Gana Sabha	Narada Gana Sabha
15-Dec-2025	6:00 PM	Dr Vyjayanthimala Bali	�Bhava Abhinayam� Lec Dem	Ticketed	Bharath Kalachar	YGP Auditorium
15-Dec-2025	7:15 PM	Shobhana	Bharathanatyam (Spl)	Ticketed	Bharath Kalachar	YGP Auditorium
16-Dec-2025	6:30 PM	Sudha Ragunathan	Embar Kannan, N C Bharadwaj, R Raman; Vocal; Violin; Mridangam; Morsing	Ticketed	Bharath Kalachar	YGP Auditorium
17-Dec-2025	6:30 PM	Trichur Brothers	Trivandrum Sampath, Trichur Mohan, Sunil Kumar; Vocal; Violin; Mridangam; Kanjira	Ticketed	Bharath Kalachar	YGP Auditorium
18-Dec-2025	6:30 PM	Dushyanth Sridhar	�Periyazhwarum Andalum�; Rangan Brothers-K Raghuveer & K Narayan; Subhashree Sivaramakrishna; Mysore Vadiraja Rao; Harikatha; Vocal Support; Violin; Mridangam	Ticketed	Bharath Kalachar	YGP Auditorium
19-Dec-2025	6:30 PM	Mandolin Shrinivas Day	Kanaa Kanum Kangal with U Rajesh, Anil Srinivasan; Mandolin; Piano	Ticketed	Bharath Kalachar	YGP Auditorium
20-Dec-2025	6:30 PM	Sri Devi Nrithalaya	�Siva Nava Bhakthi�; Choreography: Dr Sheela Unnikrishnan; Music: Sri Embar Kannan; Lyrics: Dr S Raghuraman; Concept: Smt Shobha Korambil; Dance Drama	Ticketed	Bharath Kalachar	YGP Auditorium
21-Dec-2025	10:30 AM	Sid Sriram	M Rajeev, J Vaidyanathan, Guruprasad; Vocal; Violin; Mridangam; Ghatam	Ticketed	Bharath Kalachar	YGP Auditorium
21-Dec-2025	2:00 PM	Siddharth Kaushik	Vignesh Nydhruva, P Aishwarya; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
21-Dec-2025	6:30 PM	Rafi 101	Special Hits of Shankar Jaikishan & O.P. Nayyar by Prasan Rao, Jaya Rajagopalan, Ritvik & Anusha; Mounaragam Murali Orchestra; Light Music	Ticketed	Bharath Kalachar	YGP Auditorium
22-Dec-2025	6:30 PM	Sridevi Nrithyalaya	�Srinivasa Kalyanam�; Concept & Screenplay: Smt Shobha Korambil; Music: Sri Embar Kannan; Bharathanatyam	Ticketed	Bharath Kalachar	YGP Auditorium
23-Dec-2025	6:30 PM	P Unnikrishnan	Uthra Unnikrishnan, Ms Ananthakrishnan, Karaikuruchi Mohanram, Vigneswar; Vocal; Vocal; Violin; Mridangam; Keyboard	Ticketed	Bharath Kalachar	YGP Auditorium
24-Dec-2025	6:30 PM	Rajhesh Vaidya	Flute; J A Jayanth & Party; Jugalbandi with film songs�MSV & Ilaiyaraaja	Ticketed	Bharath Kalachar	YGP Auditorium
25-Dec-2025	10:30 AM	Kannan Balakrishnan	Bombay V Anand, Melakaveri K Balaji, Dr S Karthick, N Sundar; Guest Artistes: Dr Gayatri Kannan & Mahati Kannan; V G Vigneshwar, Sarvesh Karthick; Madhuraveena; Violin; Mridangam; Ghatam; Tabla & Morsing; Vocal; Vocal; Keyboard; Handsonic	Free	Bharath Kalachar	YGP Auditorium
25-Dec-2025	2:00 PM	Arvind	(Chicago); Trivandrum Vaishnav; Sriram Srinivasan; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
25-Dec-2025	4:30 PM	Sivasri Skandaprasad	& Party; (Bakthi Paravasam); Devotional	Ticketed	Bharath Kalachar	YGP Auditorium
25-Dec-2025	7:15 PM	Nrithyodaya Chennai	Presents Padma Vibhushan Dr Padma Subrahmanyam in �Valluvarum Vedaneriyum�; Bharathanrithyam	Ticketed	Bharath Kalachar	YGP Auditorium
26-Dec-2025	10:30 AM	Suryaprakash R	Delhi Sridhar, Shertalai Ananthakrishnan, Samyuktha Sreeram; Vocal; Violin; Mridangam; Ghatam	Free	Bharath Kalachar	YGP Auditorium
26-Dec-2025	2:00 PM	Malladi Yashasvi Sivanand	Malladi Sindhu Rageshwari, Malladi Sree Aravind Karthik; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
26-Dec-2025	4:30 PM	Malladi Brothers	Dr Nishanth Chandran, Tumkur B Ravishankar, Sharat Kousik; Vocal; Violin; Mridangam; Ghatam	Ticketed	Bharath Kalachar	YGP Auditorium
26-Dec-2025	7:15 PM	Narthaki Nataraj	Bharathanrithyam	Ticketed	Bharath Kalachar	YGP Auditorium
27-Dec-2025	10:30 AM	Musical Tribute To T.M.S	S Govindarajan, P B Srinivas, T R Mahalingam & S Varalakshmi; Singers: Mukesh, Ritvik, Kalaimagan, Pavithra, Jhanvi With Orchestra Presented by Bharathi Tirumagan; Vocal	Ticketed	Bharath Kalachar	YGP Auditorium
27-Dec-2025	2:00 PM	Priya Krishnamurthy	Sudarsan Prasanna, Abhinav Aravind (Bartlett); Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
27-Dec-2025	4:30 PM	Prithvi Harish	Prahlad Saravanapriyan, Ram Sivasubramaniam; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
28-Dec-2025	10:30 AM	Rahul Vellal	Vijay Muralidharan, Rohit Prasad, Sunil; Vocal; Violin; Mridangam; Kanjira	Ticketed	Bharath Kalachar	YGP Auditorium
28-Dec-2025	2:00 PM	Karthik Raju	Srikrishnan Subramanian, Srivatsan Srinivasan, Ganapathy; Vocal; Violin; Mridangam; Ghatam	Free	Bharath Kalachar	YGP Auditorium
28-Dec-2025	4:30 PM	Soorya Gayathri & Party	Vocal	Ticketed	Bharath Kalachar	YGP Auditorium
28-Dec-2025	7:15 PM	Bharatanjali Trust & Anita Guha	Presents �Mahadevam Mahasenam Bhaje�; Lyrics & Music: Dr P R Venkatsubramniam; Choreography: Anitha Guha; Bharathanatyam	Ticketed	Bharath Kalachar	YGP Auditorium
29-Dec-2025	10:30 AM	Rishabh Ranganathan	Viswas Hari; Vasanth Ranganathan; Sarvesh Kaarthik; Violin; Mandolin; Keyboards; Percussions; Ghatam	Free	Bharath Kalachar	YGP Auditorium
29-Dec-2025	2:00 PM	Preethi Sethuraman	Harita Narayanan; A Rohit; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
29-Dec-2025	4:30 PM	Vishnudev Nambhoodri	Rishabh Ranganathan; Tiruvarur Bhakthavatsalam; Anirudh Atreya; Vocal; Violin; Mridangam; Kanjira	Free	Bharath Kalachar	YGP Auditorium
29-Dec-2025	7:15 PM	Dr Lakshmi Ramaswamy	Sri Mudhraalaya Presents �Aiykhyam�; Bharathanatyam	Ticketed	Bharath Kalachar	YGP Auditorium
30-Dec-2025	10:30 AM	Jayakrishnan Unni	Deepika Venkatraman; Kishore Ramesh; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
30-Dec-2025	2:00 PM	Pattangi Brothers	Indalur Shyam Raghav; Indalur Adarsh Devarajan; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
30-Dec-2025	4:30 PM	Anirudh Venkatesh (LA)	N Madan Mohan; Pazhani V Balaji; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
30-Dec-2025	6:15 PM	Akshath Piram	(Son & Disciple of Acharya Indhumadhi Gopalakrishnan); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
30-Dec-2025	7:30 PM	Prarthana Prashanth	(Disciple of Hema Rajagopalan � Natya Dance Theatre, Chicago); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
31-Dec-2025	10:30 AM	Sanjay Suresh & Keshav Mohan Kumar	(Madison), S Hariharan; Summukh Karanth; Violin Duet; Mridangam; Kanjira	Free	Bharath Kalachar	YGP Auditorium
31-Dec-2025	2:00 PM	Pranathi Ganapuram	Sahana Sreeram; Ajeet Sridhar; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
31-Dec-2025	4:30 PM	Shashank Subramanian	Abhishek Raghuram; Parupalli Phalgun; Giridhar Udupa; Flute; Vocal; Mridangam; Ghatam	Ticketed	Bharath Kalachar	YGP Auditorium
31-Dec-2025	7:15 PM	Sri Sai Nrithyalaya	Presents �Ramam Manoharam� Part 1�; Dance Drama based on epic Ramayanam; Bharathanatyam	Ticketed	Bharath Kalachar	YGP Auditorium
01-Jan-2026	10:30 AM	Rithvik Rao Vaddi	Kailasapathy; Sriram Srinivasan; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
01-Jan-2026	2:00 PM	Sriranjani Muthusubramanian	R Srikrithi; N. Anirudh Raj; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
01-Jan-2026	4:30 PM	Ganesh & Kumaresh	Patri Satish; Trichy Krishnaswamy; Violin Duet; Mridangam; Ghatam	Ticketed	Bharath Kalachar	YGP Auditorium
01-Jan-2026	7:15 PM	Sound Uduu	Stand-Up Comedy Session by YG Madhuvanthi & Satire Skit �Missing � Sukumari Mattuma?� with S Suressh Stand-Up	Ticketed	Bharath Kalachar	YGP Auditorium
02-Jan-2026	5:30 PM	Prasanna Jeer	Presents �Shivee (Thematic on Devi)�	Free	Bharath Kalachar	YGP Auditorium
02-Jan-2026	7:15 PM	Dr Ambika Kameshwar & Rasa Kalaikuzhu	Present �Margazhi Mahimai�; Dance Drama celebrating sacred month Margazhi through story, music, dance	Ticketed	Bharath Kalachar	YGP Auditorium
03-Jan-2026	5:30 PM	Nrithya Bhuvanam School of Dance	Dubai � Guru: Bhuvaneswari Rathinam; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
03-Jan-2026	7:15 PM	Lekha Prasad & Group	Bharathanatyam production �Vinayagar Naan Mani Maalai� (Disciple of Kalaimamani Smt. Priya Murle)	Free	Bharath Kalachar	YGP Auditorium
04-Jan-2026	10:30 AM	�JAI SRIRAM� Thematic Presentation	by K N Sashikiran & P. Ganesh & Party; B V Raghavendra Rao; Vijay Ganesh; D. V. Venkatasubramaniam; Vocal Duet; Violin; Mridangam; Ghatam	Free	Bharath Kalachar	YGP Auditorium
04-Jan-2026	2:00 PM	Adithya Sridhar	Chetana Sekhar; Jayendra Kumar; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
04-Jan-2026	4:30 PM	�Naan Arindha Desigar�	Tribute to Dandapani Desikar by Sikkil Gurucharan; Kamalakiran Vinjamuri; V G Vigneswar; Akshay Ram; Vocal; Violin; Keyboard; Percussion	Ticketed	Bharath Kalachar	YGP Auditorium
04-Jan-2026	7:15 PM	Ranjana Vinoth Kumar	Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
05-Jan-2026	5:30 PM	Ramyapriya Devarajan	Disciple of Acharya Srikala Bharath; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
05-Jan-2026	7:15 PM	Narayanayeti Samarpayami	A Thematic Group Production by Disciples of Padmini Krishnamurthy; Bharathanatyam	Ticketed	Bharath Kalachar	YGP Auditorium
06-Jan-2026	5:30 PM	Anuratha Swaminathan	SNK Awardee; Guru Late Herambanathan; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
06-Jan-2026	7:15 PM	Dr Gopukiransadasivan & Dr Ashin Kiran	Kalakshetra Presents �Natyamrutham�; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
07-Jan-2026	5:30 PM	Shruti Umaiyaal	Guru: Meenakshi Chittarajanan; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
07-Jan-2026	7:15 PM	Vaishnavi Srinivasan	(Disciple of Guru Roja Kannan); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
08-Jan-2026	5:30 PM	Riha Giri	Guru: Dr R Vijay Madhavan; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
08-Jan-2026	7:15 PM	Pravarthika Balaji	Udhikshana Sangeethe Vidyalaya � Guru Maalini Balaji; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
09-Jan-2026	5:30 PM	Tulsi S.	Lila Arts Centre; Student of Anu Bhaskararaman; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
09-Jan-2026	7:15 PM	NDA	Presents Madurai R Muralidharan�s �Vayu Puthra�; Bharathanatyam	Ticketed	Bharath Kalachar	YGP Auditorium
10-Jan-2026	10:30 AM	H. Sooryanarayanan & Party	YouTube Fame; Vocal	Ticketed	Bharath Kalachar	YGP Auditorium
10-Jan-2026	2:00 PM	Vatsallya Thulasidaran	�Radhe Krishna � Keerthaneeya Sadha Harih�; Harikatha	Free	Bharath Kalachar	YGP Auditorium
10-Jan-2026	5:30 PM	Mahathi Kannan	(Disciple of Dr Padma Subrahmanyam); Bharata Nrithyam	Free	Bharath Kalachar	YGP Auditorium
10-Jan-2026	7:15 PM	Hari Chethana	�Bhakthi Nritya Tarang�; Kathak	Free	Bharath Kalachar	YGP Auditorium
11-Jan-2026	10:30 AM	Viprahar Group	Presents Spoorthy Rao; Vishvas Hari; Pranav RV; Hariharan S; Srinivas; Carnatic Jazz; Vocal; Mandolin; Keys; Drums; Guitars; Tabla & Percussions	Free	Bharath Kalachar	YGP Auditorium
11-Jan-2026	2:00 PM	Jaishree Vaidyanathan	Pakala Giridhar; M S Venkatasubramanian; S Venkataramanan; Vocal; Violin; Mridangam; Kanjira	Free	Bharath Kalachar	YGP Auditorium
11-Jan-2026	5:00 PM	G Mime Studios	Presents �Maa � Mother Above All�; Mime Gopi; Pantomime	Ticketed	Bharath Kalachar	YGP Auditorium
11-Jan-2026	7:15 PM	UAA	Presents Ygeem & Y G Madhuvanthi in �Lights On�; Drama	Ticketed	Bharath Kalachar	YGP Auditorium
12-Jan-2026	5:30 PM	Anushiya Hariharan & Moumita Shanmugasundaram	Duet Presentation (Disciple of Thiruveezhimizhalai Dr Kanaka Krishna Prashanth); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
12-Jan-2026	7:15 PM	Srikala Bharath & Thejas	Present �Uthama Deivangal On Santhoshi Ma, Shirdi Baba And Swami Ayyappan�; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
13-Jan-2026	5:30 PM	M. Oviya	Bharatham School of Fine Arts; Guru Dr Himaja Atulkumar; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
13-Jan-2026	7:15 PM	Maanasa S	(Guru Smt Jayanthi Subramaniam); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
14-Jan-2026	5:30 PM	Varsha J	Disciple of Smt M. Lakshmi Priya Raja; Artistic Director of Maathrika Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
14-Jan-2026	7:15 PM	Meenakshi Thirukalyanam	Disciples of Kalaimamani Smt Padmalakshmi Suresh; Bharathanatyam	Ticketed	Bharath Kalachar	YGP Auditorium
15-Jan-2026	5:30 PM	Tejasshri Vivek	(Guru Seethalakshmi Vijay); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
15-Jan-2026	7:15 PM	Meenakshi Chittaranjan	Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
16-Jan-2026	5:30 PM	S. Mahanyashree	Saket Pantula; Siva Devanathan; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
16-Jan-2026	7:15 PM	Yuva Kala Vaibhavam	By Yuva Kala Bharathi Awardees 2024; Aparajitha; Ramya Venkataraman; Sahana Selvaganesh; Shivani Krishnamoorthy; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
17-Jan-2026	5:30 PM	V S Akhilandeswari & V Amirthalakshmi	(Disciples of Dr Thushara Srinivasan, Lasya Nrityalayam, Srirangam); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
17-Jan-2026	7:15 PM	Akshaya Narayanan	Student of Smt Gayathri Chandrashekar (Nrutya School of Art, Bangalore); Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
18-Jan-2026	10:30 AM	Vaishnavi Ramadas	C S Chinmayee; Nochur Nagaraj; Vocal; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
18-Jan-2026	2:00 PM	Cotah Sisters � Purva & Paavani	R Srikritii; Kavichelvan; Vocal-Duet; Violin; Mridangam	Free	Bharath Kalachar	YGP Auditorium
18-Jan-2026	5:30 PM	Vidhyalakshmi	Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
18-Jan-2026	7:15 PM	Vinisha Kathiravan	Guru: Urmila Sathyanarayana; Bharathanatyam	Free	Bharath Kalachar	YGP Auditorium
28-Dec-2025	10:00 AM	Ms. Kamala Deepthi		Free	Bharatiya Vidya Bhavan	Hall
28-Dec-2025	11:30 AM	Sri H. Viswes		Free	Bharatiya Vidya Bhavan	Hall
28-Dec-2025	7:30 PM	Dr. Divyam Lakshmi		Free	Bharatiya Vidya Bhavan	Hall
29-Dec-2025	10:00 AM	Ms. Dhanya Dinesh Rudrapatnam		Free	Bharatiya Vidya Bhavan	Hall
29-Dec-2025	11:30 AM	Sri Rishabh Rishi Kaushik		Free	Bharatiya Vidya Bhavan	Hall
29-Dec-2025	4:30 PM	Smt. Samanwita		Free	Bharatiya Vidya Bhavan	Hall
29-Dec-2025	6:00 PM	Smt. Rajeshwari Sankar		Free	Bharatiya Vidya Bhavan	Hall
29-Dec-2025	7:30 PM	Smt. Sangeetha Swaminathan		Free	Bharatiya Vidya Bhavan	Hall
30-Dec-2025	10:00 AM	Smt. Darini Kalyanaraman		Free	Bharatiya Vidya Bhavan	Hall
30-Dec-2025	11:30 AM	Ms. Kamala Deepthi		Free	Bharatiya Vidya Bhavan	Hall
30-Dec-2025	4:30 PM	Sri H. Viswes		Free	Bharatiya Vidya Bhavan	Hall
30-Dec-2025	6:00 PM	Dr. Divyam Lakshmi		Free	Bharatiya Vidya Bhavan	Hall
30-Dec-2025	7:30 PM	Calcutta Sisters � Kala		Free	Bharatiya Vidya Bhavan	Hall
31-Dec-2025	10:00 AM	Sri Jayalakrishnan		Free	Bharatiya Vidya Bhavan	Hall
31-Dec-2025	11:30 AM	Ms. Dhanya Dinesh Rudrapatnam		Free	Bharatiya Vidya Bhavan	Hall
31-Dec-2025	4:30 PM	Dr. Divyam Lakshmi		Free	Bharatiya Vidya Bhavan	Hall
31-Dec-2025	6:00 PM	Sri Jayalakrishna		Free	Bharatiya Vidya Bhavan	Hall
31-Dec-2025	7:30 PM	Smt. Sangeetha Swaminathan		Free	Bharatiya Vidya Bhavan	Hall
01-Jan-2026	10:00 AM	Sri Bharadwaj Subramaniam		Free	Bharatiya Vidya Bhavan	Hall
01-Jan-2026	4:00 PM	Shimoga Sri Kumaraswamy		Free	Bharatiya Vidya Bhavan	Hall
01-Jan-2026	7:30 PM	Smt. Jayapradha		Free	Bharatiya Vidya Bhavan	Hall
25-Dec-2025	10:00 AM	Sri H. Viswes		Free	Bharatiya Vidya Bhavan	Hall
25-Dec-2025	11:30 AM	Dr. Divyam Lakshmi		Free	Bharatiya Vidya Bhavan	Hall
25-Dec-2025	7:30 PM	Calcutta Sisters � Kala		Free	Bharatiya Vidya Bhavan	Hall
26-Dec-2025	10:00 AM	Smt. Jayalakrishna		Free	Bharatiya Vidya Bhavan	Hall
26-Dec-2025	11:30 AM	Ms. Dhanya Dinesh Rudrapatnam		Free	Bharatiya Vidya Bhavan	Hall
